pair_idx,pair_file,output,pair_confidence,pair_cscore,same_gender,same_ethnicity,genders,ethnicities
1787,"['__3574_bm.jpg', '__3575_bm.jpg']",TP,0.8241697406427749,0.6220848703213875,True,True,"['m', 'm']","['b', 'b']"
1788,"['__3576_bm.jpg', '__3577_bm.jpg']",TP,0.21466838698425494,0.31733419349212777,True,True,"['m', 'm']","['b', 'b']"
1789,"['__3578_bm.jpg', '__3579_bm.jpg']",TP,0.729939603608962,0.574969801804481,True,True,"['m', 'm']","['b', 'b']"
1790,"['__3580_bm.jpg', '__3581_bm.jpg']",TP,0.7714739767569984,0.5957369883784993,True,True,"['m', 'm']","['b', 'b']"
1791,"['__3582_bm.jpg', '__3583_bm.jpg']",TP,0.9619981917304947,0.6909990958652477,True,True,"['m', 'm']","['b', 'b']"
1792,"['__3584_bm.jpg', '__3585_bm.jpg']",TP,0.8574558113193234,0.6387279056596621,True,True,"['m', 'm']","['b', 'b']"
1793,"['__3586_bm.jpg', '__3587_bm.jpg']",TP,0.07339097977463771,0.24669548988731918,True,True,"['m', 'm']","['b', 'b']"
1794,"['__3588_bm.jpg', '__3589_bm.jpg']",TP,0.7107589300026737,0.5653794650013372,True,True,"['m', 'm']","['b', 'b']"
1795,"['__3590_bm.jpg', '__3591_bm.jpg']",TP,0.6344357094360876,0.5272178547180442,True,True,"['m', 'm']","['b', 'b']"
1796,"['__3592_bm.jpg', '__3593_bm.jpg']",TP,0.5290274395837142,0.4745137197918572,True,True,"['m', 'm']","['b', 'b']"
1797,"['__3594_bm.jpg', '__3595_bm.jpg']",TP,0.46840894186371074,0.4442044709318558,True,True,"['m', 'm']","['b', 'b']"
1798,"['__3596_bm.jpg', '__3597_bm.jpg']",TP,0.8445006582807751,0.6322503291403877,True,True,"['m', 'm']","['b', 'b']"
1799,"['__3598_bm.jpg', '__3599_bm.jpg']",TP,0.32876281639384475,0.3743814081969226,True,True,"['m', 'm']","['b', 'b']"
1800,"['__3600_bm.jpg', '__3601_bm.jpg']",TP,0.055288869470758284,0.23764443473537927,True,True,"['m', 'm']","['b', 'b']"
1801,"['__3602_bm.jpg', '__3603_bm.jpg']",TP,0.19091461100707985,0.30545730550354,True,True,"['m', 'm']","['b', 'b']"
1802,"['__3604_bm.jpg', '__3605_bm.jpg']",TP,0.696750642436488,0.558375321218244,True,True,"['m', 'm']","['b', 'b']"
1803,"['__3606_bm.jpg', '__3607_bm.jpg']",TP,1.0263550986525092,0.7231775493262549,True,True,"['m', 'm']","['b', 'b']"
1804,"['__3608_bm.jpg', '__3609_bm.jpg']",TP,1.091705646053783,0.7558528230268917,True,True,"['m', 'm']","['b', 'b']"
1805,"['__3610_bm.jpg', '__3611_bm.jpg']",TP,1.121804803374319,0.77090240168716,True,True,"['m', 'm']","['b', 'b']"
1806,"['__3612_bm.jpg', '__3613_bm.jpg']",TP,1.0143211636018516,0.717160581800926,True,True,"['m', 'm']","['b', 'b']"
1807,"['__3614_bm.jpg', '__3615_bm.jpg']",TP,0.7505683326859937,0.5852841663429971,True,True,"['m', 'm']","['b', 'b']"
1808,"['__3616_bm.jpg', '__3617_bm.jpg']",TP,0.5833439069839572,0.5016719534919787,True,True,"['m', 'm']","['b', 'b']"
1809,"['__3618_bm.jpg', '__3619_bm.jpg']",TP,0.04601385408612302,0.23300692704306147,True,True,"['m', 'm']","['b', 'b']"
1810,"['__3620_bm.jpg', '__3621_bm.jpg']",TP,0.8798476930295167,0.6499238465147585,True,True,"['m', 'm']","['b', 'b']"
1811,"['__3622_bm.jpg', '__3623_bm.jpg']",TP,1.1592131917445836,0.789606595872292,True,True,"['m', 'm']","['b', 'b']"
1812,"['__3624_bm.jpg', '__3625_bm.jpg']",TP,1.1276233158668494,0.7738116579334248,True,True,"['m', 'm']","['b', 'b']"
1813,"['__3626_bm.jpg', '__3627_bm.jpg']",TP,0.4525389938768152,0.436269496938408,True,True,"['m', 'm']","['b', 'b']"
1814,"['__3628_bm.jpg', '__3629_bm.jpg']",TP,0.2703919610938199,0.34519598054691003,True,True,"['m', 'm']","['b', 'b']"
1815,"['__3630_bm.jpg', '__3631_bm.jpg']",TP,1.039208507976011,0.7296042539880057,True,True,"['m', 'm']","['b', 'b']"
1816,"['__3632_bm.jpg', '__3633_bm.jpg']",TP,0.9298165144495074,0.674908257224754,True,True,"['m', 'm']","['b', 'b']"
1817,"['__3634_bm.jpg', '__3635_bm.jpg']",TP,0.8565539428045515,0.638276971402276,True,True,"['m', 'm']","['b', 'b']"
1818,"['__3636_bm.jpg', '__3637_bm.jpg']",TP,0.7009574361539422,0.5604787180769714,True,True,"['m', 'm']","['b', 'b']"
1819,"['__3638_bm.jpg', '__3639_bm.jpg']",TP,0.7472285120259283,0.5836142560129642,True,True,"['m', 'm']","['b', 'b']"
1820,"['__3640_wf.jpg', '__3641_wf.jpg']",TP,0.614107747962825,0.5170538739814126,True,True,"['f', 'f']","['w', 'w']"
1821,"['__3642_wf.jpg', '__3643_wf.jpg']",TP,1.2165380571102091,0.8182690285551046,True,True,"['f', 'f']","['w', 'w']"
1822,"['__3644_wf.jpg', '__3645_wf.jpg']",TP,0.6080927800714687,0.5140463900357346,True,True,"['f', 'f']","['w', 'w']"
1823,"['__3646_wf.jpg', '__3647_wf.jpg']",TP,0.57375453939146,0.4968772696957302,True,True,"['f', 'f']","['w', 'w']"
1824,"['__3648_wf.jpg', '__3649_wf.jpg']",TP,0.4857538748144672,0.45287693740723367,True,True,"['f', 'f']","['w', 'w']"
1825,"['__3650_wf.jpg', '__3651_wf.jpg']",TP,0.5660359792099974,0.49301798960499893,True,True,"['f', 'f']","['w', 'w']"
1826,"['__3652_wf.jpg', '__3653_wf.jpg']",TP,0.316902326033206,0.3684511630166032,True,True,"['f', 'f']","['w', 'w']"
1827,"['__3654_wf.jpg', '__3655_wf.jpg']",TP,0.7407607679330473,0.5803803839665238,True,True,"['f', 'f']","['w', 'w']"
1828,"['__3656_wf.jpg', '__3657_wf.jpg']",TP,0.3906625685023748,0.4053312842511877,True,True,"['f', 'f']","['w', 'w']"
1829,"['__3658_wf.jpg', '__3659_wf.jpg']",TP,0.8479131751081596,0.6339565875540799,True,True,"['f', 'f']","['w', 'w']"
1830,"['__3660_wf.jpg', '__3661_wf.jpg']",TP,1.1131469644238505,0.766573482211925,True,True,"['f', 'f']","['w', 'w']"
1831,"['__3662_wf.jpg', '__3663_wf.jpg']",TP,0.9570544820488902,0.6885272410244452,True,True,"['f', 'f']","['w', 'w']"
1832,"['__3664_wf.jpg', '__3665_wf.jpg']",TP,1.0237939622293055,0.7218969811146531,True,True,"['f', 'f']","['w', 'w']"
1833,"['__3666_wf.jpg', '__3667_wf.jpg']",TP,1.0098253940896442,0.7149126970448221,True,True,"['f', 'f']","['w', 'w']"
1834,"['__3668_wf.jpg', '__3669_wf.jpg']",TP,0.895451291663208,0.6577256458316043,True,True,"['f', 'f']","['w', 'w']"
1835,"['__3670_wf.jpg', '__3671_wf.jpg']",TP,0.07606101209854454,0.24803050604927238,True,True,"['f', 'f']","['w', 'w']"
1836,"['__3672_wf.jpg', '__3673_wf.jpg']",TP,0.6872216317441089,0.5536108158720546,True,True,"['f', 'f']","['w', 'w']"
1837,"['__3674_wf.jpg', '__3675_wf.jpg']",TP,0.6482137330101683,0.5341068665050844,True,True,"['f', 'f']","['w', 'w']"
1838,"['__3676_wf.jpg', '__3677_wf.jpg']",TP,0.14850973700234338,0.2842548685011719,True,True,"['f', 'f']","['w', 'w']"
1839,"['__3678_wf.jpg', '__3679_wf.jpg']",TP,0.39661660389664743,0.408308301948324,True,True,"['f', 'f']","['w', 'w']"
1840,"['__3680_wf.jpg', '__3681_wf.jpg']",TP,0.9416914174341955,0.6808457087170978,True,True,"['f', 'f']","['w', 'w']"
1841,"['__3682_wf.jpg', '__3683_wf.jpg']",TP,0.2700787642077871,0.3450393821038936,True,True,"['f', 'f']","['w', 'w']"
1843,"['__3686_wf.jpg', '__3687_wf.jpg']",TP,0.6371243763716841,0.5285621881858423,True,True,"['f', 'f']","['w', 'w']"
1844,"['__3688_wf.jpg', '__3689_wf.jpg']",TP,0.9447023147011808,0.6823511573505906,True,True,"['f', 'f']","['w', 'w']"
1845,"['__3690_wf.jpg', '__3691_wf.jpg']",TP,1.3057965158305174,0.8628982579152591,True,True,"['f', 'f']","['w', 'w']"
1848,"['__3696_wf.jpg', '__3697_wf.jpg']",TP,0.3456094691074858,0.38280473455374314,True,True,"['f', 'f']","['w', 'w']"
1849,"['__3698_wf.jpg', '__3699_wf.jpg']",TP,0.5612141864660658,0.490607093233033,True,True,"['f', 'f']","['w', 'w']"
1850,"['__3700_wf.jpg', '__3701_wf.jpg']",TP,0.3353208334128257,0.37766041670641276,True,True,"['f', 'f']","['w', 'w']"
1851,"['__3702_wf.jpg', '__3703_wf.jpg']",TP,0.6010044913570556,0.5105022456785282,True,True,"['f', 'f']","['w', 'w']"
1852,"['__3704_wf.jpg', '__3705_wf.jpg']",TP,0.7006370415933467,0.5603185207966734,True,True,"['f', 'f']","['w', 'w']"
1853,"['__3706_wf.jpg', '__3707_wf.jpg']",TP,1.2319721691213237,0.8259860845606621,True,True,"['f', 'f']","['w', 'w']"
1854,"['__3708_wf.jpg', '__3709_wf.jpg']",TP,0.4276778292017156,0.4238389146008581,True,True,"['f', 'f']","['w', 'w']"
1855,"['__3710_wf.jpg', '__3711_wf.jpg']",TP,0.714638110263439,0.5673190551317199,True,True,"['f', 'f']","['w', 'w']"
1856,"['__3712_wf.jpg', '__3713_wf.jpg']",TP,1.0813378997255394,0.7506689498627699,True,True,"['f', 'f']","['w', 'w']"
1857,"['__3714_wf.jpg', '__3715_wf.jpg']",TP,0.13894390667975753,0.27947195333987895,True,True,"['f', 'f']","['w', 'w']"
1858,"['__3716_wf.jpg', '__3717_wf.jpg']",TP,0.7313899925446604,0.5756949962723305,True,True,"['f', 'f']","['w', 'w']"
1860,"['__3720_wf.jpg', '__3721_wf.jpg']",TP,0.6876813438910379,0.553840671945519,True,True,"['f', 'f']","['w', 'w']"
1861,"['__3722_wf.jpg', '__3723_wf.jpg']",TP,0.8518165823908417,0.6359082911954209,True,True,"['f', 'f']","['w', 'w']"
1862,"['__3724_wf.jpg', '__3725_wf.jpg']",TP,0.17315974466583217,0.29657987233291616,True,True,"['f', 'f']","['w', 'w']"
1863,"['__3726_wf.jpg', '__3727_wf.jpg']",TP,0.5996643899630008,0.5098321949815006,True,True,"['f', 'f']","['w', 'w']"
1864,"['__3728_wf.jpg', '__3729_wf.jpg']",TP,1.063684561692077,0.7418422808460386,True,True,"['f', 'f']","['w', 'w']"
1865,"['__3730_wf.jpg', '__3731_wf.jpg']",TP,0.4513206754811794,0.43566033774058976,True,True,"['f', 'f']","['w', 'w']"
1866,"['__3732_wf.jpg', '__3733_wf.jpg']",TP,0.5728308483865816,0.49641542419329077,True,True,"['f', 'f']","['w', 'w']"
1867,"['__3734_wf.jpg', '__3735_wf.jpg']",TP,0.5035508005781446,0.4617754002890727,True,True,"['f', 'f']","['w', 'w']"
1868,"['__3736_wf.jpg', '__3737_wf.jpg']",TP,0.7612787159650578,0.5906393579825289,True,True,"['f', 'f']","['w', 'w']"
1869,"['__3738_wf.jpg', '__3739_wf.jpg']",TP,0.6977646607362555,0.5588823303681277,True,True,"['f', 'f']","['w', 'w']"
1870,"['__3740_wf.jpg', '__3741_wf.jpg']",TP,0.5212788482035631,0.47063942410178183,True,True,"['f', 'f']","['w', 'w']"
1871,"['__3742_wf.jpg', '__3743_wf.jpg']",TP,0.4442804494617154,0.432140224730858,True,True,"['f', 'f']","['w', 'w']"
1872,"['__3744_wf.jpg', '__3745_wf.jpg']",TP,0.16833894371250402,0.2941694718562522,True,True,"['f', 'f']","['w', 'w']"
1873,"['__3746_wf.jpg', '__3747_wf.jpg']",TP,0.06019181209287883,0.24009590604643927,True,True,"['f', 'f']","['w', 'w']"
1874,"['__3748_wf.jpg', '__3749_wf.jpg']",TP,0.16449228515888104,0.29224614257944065,True,True,"['f', 'f']","['w', 'w']"
1875,"['__3750_wf.jpg', '__3751_wf.jpg']",TP,0.17956324087481468,0.2997816204374075,True,True,"['f', 'f']","['w', 'w']"
1876,"['__3752_wf.jpg', '__3753_wf.jpg']",TP,0.23022967967770414,0.3251148398388522,True,True,"['f', 'f']","['w', 'w']"
1877,"['__3754_wf.jpg', '__3755_wf.jpg']",TP,0.8973179808113738,0.6586589904056872,True,True,"['f', 'f']","['w', 'w']"
1878,"['__3756_wf.jpg', '__3757_wf.jpg']",TP,0.6307483571363215,0.5253741785681609,True,True,"['f', 'f']","['w', 'w']"
1880,"['__3760_wf.jpg', '__3761_wf.jpg']",TP,0.5215177067197827,0.4707588533598915,True,True,"['f', 'f']","['w', 'w']"
1881,"['__3762_wf.jpg', '__3763_wf.jpg']",TP,0.08787116899923486,0.2539355844996176,True,True,"['f', 'f']","['w', 'w']"
1882,"['__3764_wf.jpg', '__3765_wf.jpg']",TP,0.19857507922723205,0.309287539613616,True,True,"['f', 'f']","['w', 'w']"
1883,"['__3766_wf.jpg', '__3767_wf.jpg']",TP,0.799492323593632,0.6097461617968161,True,True,"['f', 'f']","['w', 'w']"
1885,"['__3770_wf.jpg', '__3771_wf.jpg']",TP,0.3167743435882693,0.3683871717941347,True,True,"['f', 'f']","['w', 'w']"
1886,"['__3772_wf.jpg', '__3773_wf.jpg']",TP,0.7910488197075265,0.6055244098537638,True,True,"['f', 'f']","['w', 'w']"
1887,"['__3774_wf.jpg', '__3775_wf.jpg']",TP,0.7385596986074452,0.5792798493037228,True,True,"['f', 'f']","['w', 'w']"
1888,"['__3776_wf.jpg', '__3777_wf.jpg']",TP,0.5279667222109448,0.4739833611054726,True,True,"['f', 'f']","['w', 'w']"
1889,"['__3778_wf.jpg', '__3779_wf.jpg']",TP,0.48492758259012025,0.45246379129506037,True,True,"['f', 'f']","['w', 'w']"
1890,"['__3780_wf.jpg', '__3781_wf.jpg']",TP,0.6946714684793778,0.5573357342396892,True,True,"['f', 'f']","['w', 'w']"
1891,"['__3782_wf.jpg', '__3783_wf.jpg']",TP,0.44551820787535057,0.43275910393767547,True,True,"['f', 'f']","['w', 'w']"
1892,"['__3784_wf.jpg', '__3785_wf.jpg']",TP,0.34720868224779355,0.3836043411238972,True,True,"['f', 'f']","['w', 'w']"
1893,"['__3786_wf.jpg', '__3787_wf.jpg']",TP,0.8301527871238983,0.6250763935619489,True,True,"['f', 'f']","['w', 'w']"
1894,"['__3788_wf.jpg', '__3789_wf.jpg']",TP,1.0752621304674101,0.7476310652337051,True,True,"['f', 'f']","['w', 'w']"
1895,"['__3790_wf.jpg', '__3791_wf.jpg']",TP,0.7599642111373235,0.5899821055686619,True,True,"['f', 'f']","['w', 'w']"
1896,"['__3792_wf.jpg', '__3793_wf.jpg']",TP,0.18577303406887502,0.3028865170344374,True,True,"['f', 'f']","['w', 'w']"
1897,"['__3794_wf.jpg', '__3795_wf.jpg']",TP,0.6747759471791632,0.5473879735895818,True,True,"['f', 'f']","['w', 'w']"
1898,"['__3796_wf.jpg', '__3797_wf.jpg']",TP,0.3356075048329401,0.3778037524164702,True,True,"['f', 'f']","['w', 'w']"
1899,"['__3798_wf.jpg', '__3799_wf.jpg']",TP,0.5582172119615845,0.4891086059807925,True,True,"['f', 'f']","['w', 'w']"
1900,"['__3800_wf.jpg', '__3801_wf.jpg']",TP,0.18064727584462892,0.30032363792231465,True,True,"['f', 'f']","['w', 'w']"
1901,"['__3802_wf.jpg', '__3803_wf.jpg']",TP,1.067339431657809,0.7436697158289045,True,True,"['f', 'f']","['w', 'w']"
1903,"['__3806_wf.jpg', '__3807_wf.jpg']",TP,0.6759932633458721,0.5479966316729361,True,True,"['f', 'f']","['w', 'w']"
1904,"['__3808_wf.jpg', '__3809_wf.jpg']",TP,0.1315408300539549,0.27577041502697786,True,True,"['f', 'f']","['w', 'w']"
1905,"['__3810_wf.jpg', '__3811_wf.jpg']",TP,0.2677383679627907,0.34386918398139543,True,True,"['f', 'f']","['w', 'w']"
1907,"['__3814_wf.jpg', '__3815_wf.jpg']",TP,0.6150701247795773,0.5175350623897889,True,True,"['f', 'f']","['w', 'w']"
1908,"['__3816_wf.jpg', '__3817_wf.jpg']",TP,0.4257940104719664,0.4228970052359833,True,True,"['f', 'f']","['w', 'w']"
1909,"['__3818_wf.jpg', '__3819_wf.jpg']",TP,0.5197044578073795,0.46985222890368994,True,True,"['f', 'f']","['w', 'w']"
1910,"['__3820_wf.jpg', '__3821_wf.jpg']",TP,0.10639242189943499,0.2631962109497178,True,True,"['f', 'f']","['w', 'w']"
1912,"['__3824_wf.jpg', '__3825_wf.jpg']",TP,0.8497133804151238,0.6348566902075621,True,True,"['f', 'f']","['w', 'w']"
1913,"['__3826_wf.jpg', '__3827_wf.jpg']",TP,0.6466605834330958,0.5333302917165481,True,True,"['f', 'f']","['w', 'w']"
1914,"['__3828_wf.jpg', '__3829_wf.jpg']",TP,0.8590405655035842,0.6395202827517924,True,True,"['f', 'f']","['w', 'w']"
1915,"['__3830_wf.jpg', '__3831_wf.jpg']",TP,0.2375854285041452,0.32879271425207274,True,True,"['f', 'f']","['w', 'w']"
1916,"['__3832_wf.jpg', '__3833_wf.jpg']",TP,0.7838920844383055,0.6019460422191529,True,True,"['f', 'f']","['w', 'w']"
1917,"['__3834_wf.jpg', '__3835_wf.jpg']",TP,0.6005542226588946,0.5102771113294475,True,True,"['f', 'f']","['w', 'w']"
1918,"['__3836_wf.jpg', '__3837_wf.jpg']",TP,0.11942986983346215,0.2697149349167313,True,True,"['f', 'f']","['w', 'w']"
1919,"['__3838_wf.jpg', '__3839_wf.jpg']",TP,0.6107297082278476,0.5153648541139241,True,True,"['f', 'f']","['w', 'w']"
1920,"['__3840_wf.jpg', '__3841_wf.jpg']",TP,1.0333690936212294,0.7266845468106149,True,True,"['f', 'f']","['w', 'w']"
1921,"['__3842_wf.jpg', '__3843_wf.jpg']",TP,1.0729013782587775,0.746450689129389,True,True,"['f', 'f']","['w', 'w']"
1922,"['__3844_wf.jpg', '__3845_wf.jpg']",TP,0.5273310086437248,0.4736655043218626,True,True,"['f', 'f']","['w', 'w']"
1923,"['__3846_wf.jpg', '__3847_wf.jpg']",TP,1.085061590794876,0.7525307953974383,True,True,"['f', 'f']","['w', 'w']"
1924,"['__3848_wf.jpg', '__3849_wf.jpg']",TP,0.9144428656959767,0.6672214328479886,True,True,"['f', 'f']","['w', 'w']"
1926,"['__3852_wf.jpg', '__3853_wf.jpg']",TP,0.7467708157154458,0.5833854078577232,True,True,"['f', 'f']","['w', 'w']"
1927,"['__3854_wf.jpg', '__3855_wf.jpg']",TP,0.8134728791764355,0.6167364395882181,True,True,"['f', 'f']","['w', 'w']"
1928,"['__3856_wf.jpg', '__3857_wf.jpg']",TP,0.48245722303858396,0.4512286115192923,True,True,"['f', 'f']","['w', 'w']"
1929,"['__3858_wf.jpg', '__3859_wf.jpg']",TP,0.843000299600242,0.6315001498001211,True,True,"['f', 'f']","['w', 'w']"
1930,"['__3860_wf.jpg', '__3861_wf.jpg']",TP,0.8547929578142005,0.6373964789071005,True,True,"['f', 'f']","['w', 'w']"
1931,"['__3862_wf.jpg', '__3863_wf.jpg']",TP,0.8195244908370911,0.6197622454185459,True,True,"['f', 'f']","['w', 'w']"
1932,"['__3864_wf.jpg', '__3865_wf.jpg']",TP,0.2400216332478322,0.3300108166239164,True,True,"['f', 'f']","['w', 'w']"
1933,"['__3866_wf.jpg', '__3867_wf.jpg']",TP,0.6627280444818241,0.5413640222409122,True,True,"['f', 'f']","['w', 'w']"
1934,"['__3868_wf.jpg', '__3869_wf.jpg']",TP,1.1005077361801572,0.7602538680900788,True,True,"['f', 'f']","['w', 'w']"
1935,"['__3870_wf.jpg', '__3871_wf.jpg']",TP,0.4768380971285464,0.44841904856427345,True,True,"['f', 'f']","['w', 'w']"
1936,"['__3872_wf.jpg', '__3873_wf.jpg']",TP,0.7671736926695392,0.5935868463347698,True,True,"['f', 'f']","['w', 'w']"
1937,"['__3874_wf.jpg', '__3875_wf.jpg']",TP,0.5418949506536392,0.4809474753268199,True,True,"['f', 'f']","['w', 'w']"
1938,"['__3876_wf.jpg', '__3877_wf.jpg']",TP,0.13457296906747818,0.2772864845337394,True,True,"['f', 'f']","['w', 'w']"
1939,"['__3878_wf.jpg', '__3879_wf.jpg']",TP,0.8256368750171734,0.6228184375085868,True,True,"['f', 'f']","['w', 'w']"
1940,"['__3880_wf.jpg', '__3881_wf.jpg']",TP,0.7089657006991794,0.5644828503495898,True,True,"['f', 'f']","['w', 'w']"
1941,"['__3882_wf.jpg', '__3883_wf.jpg']",TP,0.9331163300030815,0.676558165001541,True,True,"['f', 'f']","['w', 'w']"
1942,"['__3884_wf.jpg', '__3885_wf.jpg']",TP,0.7364412211412985,0.5782206105706494,True,True,"['f', 'f']","['w', 'w']"
1943,"['__3886_wf.jpg', '__3887_wf.jpg']",TP,0.11041478318991249,0.26520739159495627,True,True,"['f', 'f']","['w', 'w']"
1944,"['__3888_wf.jpg', '__3889_wf.jpg']",TP,0.6843620821973534,0.5521810410986769,True,True,"['f', 'f']","['w', 'w']"
1945,"['__3890_wf.jpg', '__3891_wf.jpg']",TP,1.3606425212298028,0.8903212606149017,True,True,"['f', 'f']","['w', 'w']"
1946,"['__3892_wf.jpg', '__3893_wf.jpg']",TP,0.5997296908394887,0.5098648454197447,True,True,"['f', 'f']","['w', 'w']"
1947,"['__3894_wf.jpg', '__3895_wf.jpg']",TP,0.5887266386633402,0.5043633193316702,True,True,"['f', 'f']","['w', 'w']"
1948,"['__3896_wf.jpg', '__3897_wf.jpg']",TP,0.926357751649058,0.6731788758245292,True,True,"['f', 'f']","['w', 'w']"
1949,"['__3898_wf.jpg', '__3899_wf.jpg']",TP,0.4807428120942445,0.4503714060471225,True,True,"['f', 'f']","['w', 'w']"
1950,"['__3900_wf.jpg', '__3901_wf.jpg']",TP,1.173288169677023,0.7966440848385116,True,True,"['f', 'f']","['w', 'w']"
1951,"['__3902_wf.jpg', '__3903_wf.jpg']",TP,0.9361573532745291,0.6780786766372648,True,True,"['f', 'f']","['w', 'w']"
1952,"['__3904_wf.jpg', '__3905_wf.jpg']",TP,0.646011789553577,0.5330058947767886,True,True,"['f', 'f']","['w', 'w']"
1953,"['__3906_wf.jpg', '__3907_wf.jpg']",TP,0.7793886102901422,0.5996943051450713,True,True,"['f', 'f']","['w', 'w']"
1954,"['__3908_wf.jpg', '__3909_wf.jpg']",TP,0.7001740471225244,0.5600870235612624,True,True,"['f', 'f']","['w', 'w']"
1955,"['__3910_wf.jpg', '__3911_wf.jpg']",TP,0.141060079620837,0.28053003981041846,True,True,"['f', 'f']","['w', 'w']"
1956,"['__3912_wf.jpg', '__3913_wf.jpg']",TP,0.5879208749640251,0.5039604374820127,True,True,"['f', 'f']","['w', 'w']"
1957,"['__3914_wf.jpg', '__3915_wf.jpg']",TP,0.24502002498101927,0.3325100124905098,True,True,"['f', 'f']","['w', 'w']"
1958,"['__3916_wf.jpg', '__3917_wf.jpg']",TP,0.35311580258945896,0.3865579012947298,True,True,"['f', 'f']","['w', 'w']"
1959,"['__3918_wf.jpg', '__3919_wf.jpg']",TP,0.583394530612606,0.5016972653063031,True,True,"['f', 'f']","['w', 'w']"
1960,"['__3920_wf.jpg', '__3921_wf.jpg']",TP,0.2961772818342818,0.35808864091714104,True,True,"['f', 'f']","['w', 'w']"
1961,"['__3922_wf.jpg', '__3923_wf.jpg']",TP,0.3637936982334069,0.3918968491167035,True,True,"['f', 'f']","['w', 'w']"
1962,"['__3924_wf.jpg', '__3925_wf.jpg']",TP,0.5730639113072595,0.4965319556536298,True,True,"['f', 'f']","['w', 'w']"
1963,"['__3926_wf.jpg', '__3927_wf.jpg']",TP,0.07571326599409067,0.24785663299704527,True,True,"['f', 'f']","['w', 'w']"
1964,"['__3928_wf.jpg', '__3929_wf.jpg']",TP,0.0223911114849058,0.22119555574245311,True,True,"['f', 'f']","['w', 'w']"
1965,"['__3930_wf.jpg', '__3931_wf.jpg']",TP,0.5085421950847713,0.464271097542386,True,True,"['f', 'f']","['w', 'w']"
1966,"['__3932_wf.jpg', '__3933_wf.jpg']",TP,0.4057783891380131,0.41288919456900686,True,True,"['f', 'f']","['w', 'w']"
1967,"['__3934_wf.jpg', '__3935_wf.jpg']",TP,0.6259053651289492,0.5229526825644746,True,True,"['f', 'f']","['w', 'w']"
1968,"['__3936_wf.jpg', '__3937_wf.jpg']",TP,0.3147342265424582,0.3673671132712293,True,True,"['f', 'f']","['w', 'w']"
1970,"['__3940_wf.jpg', '__3941_wf.jpg']",TP,0.8953096810747769,0.6576548405373885,True,True,"['f', 'f']","['w', 'w']"
1971,"['__3942_wf.jpg', '__3943_wf.jpg']",TP,0.2773671623102998,0.3486835811551502,True,True,"['f', 'f']","['w', 'w']"
1972,"['__3944_wf.jpg', '__3945_wf.jpg']",TP,0.0356103518139852,0.227805175906993,True,True,"['f', 'f']","['w', 'w']"
1973,"['__3946_wf.jpg', '__3947_wf.jpg']",TP,0.7937774135093282,0.6068887067546644,True,True,"['f', 'f']","['w', 'w']"
1974,"['__3948_wf.jpg', '__3949_wf.jpg']",TP,0.11599819394214927,0.2679990969710748,True,True,"['f', 'f']","['w', 'w']"
1975,"['__3950_wf.jpg', '__3951_wf.jpg']",TP,0.202066702805765,0.3110333514028827,True,True,"['f', 'f']","['w', 'w']"
1976,"['__3952_wf.jpg', '__3953_wf.jpg']",TP,0.2082881959200258,0.31414409796001314,True,True,"['f', 'f']","['w', 'w']"
1978,"['__3956_wf.jpg', '__3957_wf.jpg']",TP,0.6766279379718052,0.5483139689859029,True,True,"['f', 'f']","['w', 'w']"
1979,"['__3958_wf.jpg', '__3959_wf.jpg']",TP,0.24108064233402815,0.3305403211670144,True,True,"['f', 'f']","['w', 'w']"
1980,"['__3960_wf.jpg', '__3961_wf.jpg']",TP,1.071553117316006,0.7457765586580032,True,True,"['f', 'f']","['w', 'w']"
1981,"['__3962_wf.jpg', '__3963_wf.jpg']",TP,0.09163143927046757,0.255815719635234,True,True,"['f', 'f']","['w', 'w']"
1982,"['__3964_wf.jpg', '__3965_wf.jpg']",TP,0.5539854146919883,0.4869927073459943,True,True,"['f', 'f']","['w', 'w']"
1983,"['__3966_wf.jpg', '__3967_wf.jpg']",TP,0.4764796409389944,0.4482398204694973,True,True,"['f', 'f']","['w', 'w']"
1984,"['__3968_wf.jpg', '__3969_wf.jpg']",TP,0.6083961100553494,0.514198055027675,True,True,"['f', 'f']","['w', 'w']"
1985,"['__3970_wf.jpg', '__3971_wf.jpg']",TP,0.34714782628150376,0.3835739131407521,True,True,"['f', 'f']","['w', 'w']"
1986,"['__3972_wf.jpg', '__3973_wf.jpg']",TP,0.2841883843788806,0.3520941921894406,True,True,"['f', 'f']","['w', 'w']"
1987,"['__3974_wf.jpg', '__3975_wf.jpg']",TP,0.27775652568546394,0.3488782628427323,True,True,"['f', 'f']","['w', 'w']"
1988,"['__3976_wf.jpg', '__3977_wf.jpg']",TP,0.7139944285233389,0.5669972142616697,True,True,"['f', 'f']","['w', 'w']"
1989,"['__3978_wf.jpg', '__3979_wf.jpg']",TP,0.7016524475333954,0.5608262237666977,True,True,"['f', 'f']","['w', 'w']"
1990,"['__3980_wf.jpg', '__3981_wf.jpg']",TP,0.030261376643951454,0.22513068832197602,True,True,"['f', 'f']","['w', 'w']"
1991,"['__3982_wf.jpg', '__3983_wf.jpg']",TP,0.5983994915464225,0.5091997457732113,True,True,"['f', 'f']","['w', 'w']"
1993,"['__3986_wf.jpg', '__3987_wf.jpg']",TP,1.1632693479839373,0.7916346739919687,True,True,"['f', 'f']","['w', 'w']"
